D0,D1,D2,D3,D4,D5,D6,D7
-2.104932,-1.5064425,-0.4791413,1.1149715,-0.03945864,-0.915176,-1.7410429,0.03267608
-0.7347955,-0.3089745,-0.11179903,0.72011435,2.501271,-1.5371448,-0.45257425,-0.59732944
0.80812126,-0.004181832,-0.09541842,-0.7408378,1.418198,-1.016372,2.2741194,0.50980747
0.49323112,1.3182154,-0.17720717,0.030727044,-2.0243802,1.2507857,-1.9273068,1.7444322
0.30962825,0.58023673,1.1883552,0.239887,1.1224806,-1.2787138,1.1681645,0.50503343
-0.49809694,0.6428375,-2.2122245,-0.10282682,0.01271856,-0.9656709,0.14411306,0.23733637
1.2555652,1.6878803,1.3256211,-1.7463956,-0.28825462,-0.568033,1.9164082,0.48054332
-0.124283366,-0.5386569,-0.30188465,0.12286964,0.18784997,-1.9444798,1.1074556,1.6906092
-0.98132,1.8686726,-0.09605579,-0.40977138,1.701944,0.20191576,-0.02035597,-0.7627445
0.043988585,0.76918155,-1.9706519,-2.131092,0.4124324,-0.25337806,0.09062138,0.401082
0.18729219,0.59958893,-1.217372,-0.093340546,1.4774522,-0.9814863,0.61126196,3.046856
1.2119529,-0.23078826,-0.8249071,-2.4223924,-1.6735467,0.07516401,1.748428,-0.8021283
-0.5407243,2.0470326,-2.1332095,0.7127968,1.4241552,0.8675099,0.23030877,0.10387105
1.2763276,-0.5612491,0.6692108,-1.8330007,-1.2854335,0.75439453,-1.558758,-0.49696833
-0.60106605,-0.8680073,-1.0937626,-0.86719537,-0.7785772,-1.2836442,0.9973917,-1.9371059
-0.2500629,-1.1878852,-1.8452616,-0.33218998,-0.2726686,-0.33647493,-2.0070095,0.44763222
-0.34389427,0.18931161,0.73157275,-1.058105,-0.0003175754,-0.024493884,-0.73457915,-2.7719493
0.75400513,0.49504137,0.4513207,0.5749247,-0.062301703,1.1866974,0.17465761,-0.90090996
1.6000462,-1.5228155,0.8717032,1.1631956,1.2959714,0.24060996,-0.5518421,0.28051805
1.058913,0.31124932,-1.6417923,0.22832629,1.6845917,0.9415803,0.7250715,-0.103297874
-0.6302798,-1.6324928,-0.2752511,0.64514923,-0.07970818,0.21989171,-1.8203915,0.85574824
-1.4906821,1.5704482,0.6995041,2.7206392,-1.4021869,-0.45003253,-0.614948,0.9429076
-1.1074598,-0.59749657,-0.2716254,-0.14549315,0.42516464,0.6230279,1.5895089,-2.4653387
-1.2415977,0.6760896,-0.7596821,-0.32571992,-0.8919877,-0.74940324,-1.6089783,-1.587379
0.1783849,-0.23198879,0.3154686,-1.276881,-0.38887873,0.62560296,-1.3114921,-2.3128505
0.17748728,0.99871266,-1.973979,2.1205657,1.3904223,-0.1997018,-0.42323256,-0.6231784
-0.9002897,-2.1202693,-0.788294,-1.151608,-0.12233161,0.49668247,-1.9370438,0.5311793
-1.1890898,-1.1121583,-3.1224787,-0.6283239,1.5099684,-0.14901055,0.30563432,0.71601945
0.63655865,-0.52833354,-1.4049616,-0.18495838,-0.8320076,-1.2595993,1.1103129,1.0510995
0.1655989,0.21933289,-0.25540787,-0.8293592,-1.6718022,-1.258089,1.0079591,-1.7031679
0.3478888,-2.127673,-0.8666511,0.7283976,0.07713611,-2.4718268,-0.2137289,-2.2141216
-0.030531965,1.240462,0.6970698,0.8873762,-0.6544475,-1.300609,2.1778543,-0.21967608
2.1966627,-0.2715006,-0.6540902,-0.3821785,-0.9070296,-0.6655701,1.0670707,-1.4178667
0.43374676,1.3364551,2.239793,0.9865993,0.79118425,1.3481364,-1.2826046,0.5840517
0.6341995,1.4080628,-0.15953454,-0.22750624,1.9219701,-1.2008079,-1.0261867,-0.32155943
-1.0196104,-0.8549708,0.11997003,-0.31219125,1.546613,0.45153975,1.3275374,-1.0646946
-0.030905344,-0.69938236,-0.5740484,0.6737441,0.2926111,-1.426864,2.337438,1.5260794
1.0932577,0.6599908,-0.69880015,-0.70234525,0.9801025,-1.675949,-1.3971599,-0.28406045
-1.117676,-1.1490757,-1.1633134,0.42340448,-1.5749223,-1.1677167,1.7581675,-1.594085
-1.8874958,1.4341449,1.100404,-2.5122159,0.47817683,2.1480753,1.0973783,-1.6924913
0.0957813,1.1660107,0.6055723,-0.39401987,1.731215,-0.7623388,-0.48402232,-0.72517437
0.43313706,0.33602238,1.4828105,-0.5561192,0.53377557,0.6930299,-0.6457892,0.25252438
0.25796503,1.761108,-0.01621496,-1.1044383,-1.0472859,0.48638624,2.6636422,-0.6824601
1.3419247,0.2765565,-1.8412855,-1.5973173,0.43976378,1.4247284,0.3284645,-0.83212763
0.02955629,-2.3585503,-0.4936828,0.064739734,0.48984492,-1.1189947,-0.109451644,-1.4198704
2.065757,0.51490957,-0.7172484,-0.46989298,-0.37214792,1.4498245,0.054978017,-0.7011848
-1.2193534,-0.37157905,1.8816013,0.769163,-0.08604034,-0.42270288,-0.83888006,-1.2465966
0.5320786,0.9209602,0.6303584,-0.43379578,-0.75092936,-0.79980874,-1.0720145,-0.79592955
2.3003988,0.92814994,0.55118465,0.99161196,0.014690731,-0.7915573,0.79240453,0.7408039
-0.23799685,-1.3348334,-1.0890453,-1.7070792,0.27186862,0.35308602,-1.8582348,0.63550013
1.0663366,-1.1404145,-0.08354628,0.9813297,-0.9700051,-2.50966,0.40549403,-1.3831055
-0.7480437,1.0512915,-0.53971183,0.33134058,-0.9585499,0.4715228,-1.1396515,0.0005786717
0.5188601,1.4107441,-0.6870137,0.9533199,-0.5968242,-2.361218,0.9054203,-0.87843823
-0.8329825,-0.22451577,1.3180871,1.3424845,-0.36269248,0.97664285,1.4237348,-1.3103228
0.1678051,1.1436226,0.17611763,0.44929639,-0.6240891,-1.0970999,-2.2802875,-0.7132585
-0.049189486,1.3035227,-0.7808116,-0.34563568,1.9846646,-0.7079326,0.8193198,-0.13877127
-0.22877026,0.6334875,-1.6028721,0.25792977,-0.36960584,-0.9820101,0.7522137,0.2186255
0.28810102,-1.5475204,-0.40743202,0.55059886,0.7297598,-2.6872222,0.08676925,-1.4679561
-0.8479868,0.88897395,0.5829597,1.8834078,-3.0097883,1.1546196,-0.55503196,1.2085383
1.4710293,1.5616653,-0.84298,0.1623156,0.444411,-0.8516521,0.20581537,-1.1658049
1.2337849,0.5417874,-0.43423444,1.5547504,0.4545963,-2.1222575,-0.36496657,-1.2672203
0.560792,0.95175827,0.79214615,-0.28424183,-1.0318583,0.00044730492,-1.9270942,-0.67079914
1.7343702,-1.6310245,-0.3207755,0.8541888,-1.0645715,-1.4202337,0.41527843,-2.1115525
0.06357236,-0.13009727,-0.0047901794,-0.43691272,0.8381674,-0.62210405,0.6181909,-2.4195244
-1.4127147,0.65456015,-0.952467,1.1161036,0.53887546,1.9342129,1.0364016,-1.8482156
-0.87195164,-1.4832582,-0.5819165,0.9947947,-0.30003196,-0.90663993,-2.2082222,0.40401798
1.8439894,0.5994239,-2.3591983,-0.6645645,2.0639071,0.86014754,-0.11241112,-1.2201054
0.016542122,0.4220575,1.5462737,-0.22717914,-0.90942794,0.16032475,3.135815,0.38524726
-0.14872995,0.3580944,1.169852,-0.2664507,2.0607073,0.35933077,1.4338473,-0.14560574
-0.7713316,0.6849547,1.0951939,-0.4929121,-0.4859478,-1.7632427,-0.37319028,-0.43906963
1.3584964,1.3701375,0.7244712,-0.33471566,-1.5662763,-0.30589005,-1.5369359,1.067697
-0.36400867,0.20820476,0.82518214,0.054056853,2.6863432,0.0632294,1.7418746,0.13894276
-2.2624097,-2.3510556,-0.4638973,0.71058905,-0.26751387,-1.1791149,-1.2372805,0.22096273
-1.4380717,0.08420277,0.9690609,0.10852426,0.5652649,-0.23402844,-0.9705224,-1.9333916
1.1746843,0.45784152,0.60028553,-0.60852814,2.3277142,-0.2213793,-0.4444711,0.5528057
-1.1119146,0.29390407,-0.14300874,1.8082206,-0.64947087,2.4293096,1.0264959,-0.95703703
0.17737639,-1.8359131,-1.2609215,-0.068756014,0.096601434,-0.28978375,-2.062349,0.9189598
-0.05205144,-2.1557982,-0.30941352,0.073216766,0.011317657,-2.6463966,0.75792843,-1.2406151
0.17209694,2.1576304,0.49445143,-1.1672246,-1.3083277,-0.272576,-1.394373,0.9206312
1.6882637,-0.18667725,-0.69838846,-1.1387484,-0.051109135,0.81320524,0.58759165,0.10839406
-0.9740849,0.55863434,0.025320947,1.0722995,-2.2364576,-1.3381027,-1.0259002,0.12230778
1.8481946,0.39222455,0.52971,0.64044595,1.5597692,-1.0286871,1.1796386,1.0490589
0.5469853,0.85814404,0.048115924,-1.2824697,-1.3040994,-1.5526681,-1.6853585,0.28553873
1.9694514,1.4905484,0.8501337,0.4747742,-0.7966644,-0.4726687,1.7078295,1.2369416
-0.21459392,-2.2995133,-0.6392117,0.029280141,0.33821008,-1.1746778,-0.2777844,-0.89604074
0.21315515,-0.46719652,-1.6825249,2.0339634,-0.33249503,0.8255993,-0.090925254,-0.35000163
-0.09498507,0.387012,-0.58679014,0.032642573,0.6857215,-1.6226721,-1.0551108,0.41761807
1.1149919,0.7406641,-0.065359935,0.0389816,0.61348414,-0.7165825,-0.97807753,0.47536784
0.50169986,-1.3736264,0.44887185,0.35934225,0.6475408,-1.3643217,0.17743328,-0.70575005
-0.26845407,-0.401954,0.2361024,1.120069,0.80086744,0.6625378,1.7925326,1.9348974
1.8400855,1.4192117,1.6841941,1.4855127,-0.24637684,0.19411536,0.5323544,0.22846064
1.4218595,1.2667211,0.90225977,0.65440214,-1.9160343,0.6301314,1.9428138,-0.5078471
-2.1826987,-2.0358665,-0.22924384,0.38644853,-0.13992068,-0.96461076,0.05828544,-0.66701657
2.5036209,0.7697579,0.76912177,1.8732302,-1.0861738,0.45732105,1.5382155,-0.09895262
-2.19841,0.13983785,1.4303963,0.93327415,-0.1901439,-0.2986469,-0.7762142,-0.30995178
0.36460793,-1.6895317,-1.3230531,-0.18072172,0.31818455,0.2922232,-1.7273319,1.2405965
0.8435686,-0.39145166,1.9807746,-1.6634791,1.6666319,-1.9180495,0.5704888,1.0141468
-0.83328944,-2.0372248,-0.5650995,-0.0007157177,-0.17089255,0.34824982,-1.8957216,0.86892194
0.13326177,0.89697886,1.7386968,1.1485304,-0.64696187,-0.21252052,-1.6262052,-1.7419612
-1.9819429,0.14369176,0.4370582,0.5349057,-0.75343937,-0.2063469,0.01837175,0.5916385
-0.2114126,1.2710426,0.42191827,-0.573571,-0.92601013,-0.5337541,-0.92390805,-0.7842091
1.8672612,-1.7531217,0.9759564,0.78671896,0.47220904,0.16176951,-0.6324629,-0.1827085
-0.052982792,1.0568136,1.5958169,0.9066775,-1.923399,-0.28446427,-2.0247488,0.6341322
0.3904268,0.8610134,0.18848905,-1.720127,-1.1193367,-0.8065588,-1.3261939,0.25424466
-0.097460575,1.4603246,0.4234031,-1.5050923,-0.9108688,-1.145599,-1.687983,-0.28161693
1.237859,-0.6489897,-2.5528862,1.6660389,0.017839992,0.18934675,0.943757,0.032613352
2.9421728,0.80834967,-0.76212615,0.7881893,0.9949659,0.2499056,0.46026197,-0.33416373
-0.9066909,0.9237366,-0.07670438,0.20722854,-0.50484806,-0.15151653,-0.2976478,-1.5113242
1.4834344,-1.6172268,0.81670886,-0.21799912,-0.8865112,-0.24715026,0.47903362,-0.8304812
-0.51578206,2.2747085,-0.15738225,-1.6868696,1.71286,-0.027674606,0.7618572,-0.64095485
0.7017418,1.0511754,1.5198793,1.4217228,-0.20072652,-1.3026526,1.622533,0.35596895
0.89662975,-2.079365,0.19257724,1.5896261,0.6260446,-2.2585797,-0.290336,-0.32477406
0.41509807,1.5106957,-1.3377271,-0.8731725,1.2016776,0.6801996,0.12360427,-0.21222827
-0.56889725,-1.822542,-1.021529,-1.2923179,-1.001051,-0.32154998,1.804402,-1.5250895
-0.16610974,-0.30995435,0.5784792,-1.1696872,-1.0715358,-0.5219126,-1.645608,-2.2121427
-2.7032304,0.35974526,1.0146296,1.279039,0.07941034,0.9825445,-0.1744355,0.066702664
0.16765928,0.0902109,-0.4491402,-0.83489215,2.1562243,-1.1558585,-0.80512387,-0.0656527
-1.4172626,-0.31113434,0.86722475,1.5207152,-1.4753002,0.00029391795,0.82768977,-0.15976593
-1.0478814,-1.1559325,-0.64030415,-0.64009583,-0.51278776,0.36229998,-2.3341534,0.565454
1.5347505,-1.6595196,-0.5872736,1.1678193,0.1105871,-2.0373166,-1.5267304,-0.34575775
-0.2042771,0.20001684,0.18683183,-0.3458768,1.6592994,-0.022145357,-0.18253675,-1.1071601
2.4943287,0.3409348,-0.15056029,1.6809956,-1.559891,0.42645186,1.3156695,0.1796219
-0.23030226,-0.5723945,-1.2732649,1.5770975,0.702194,-2.0163465,1.4103119,1.1871591
0.07780743,1.4099469,1.0176761,1.4016106,-0.6339372,0.47630665,-0.3291027,-1.8253889
0.29724765,0.07833682,-1.8298671,-2.203814,1.5158311,-0.16048181,0.00693848,-0.2627684
-0.79544604,-0.28131527,0.0069723874,1.2415521,1.2788917,-1.3803704,0.11290091,2.212163
-2.031832,0.698136,1.5967855,-2.1564128,-0.08090353,0.9875134,-0.17366049,-2.5056427
-0.565396,0.98507714,1.0475664,-0.006189972,-0.20573924,-0.6746119,-0.97467494,-1.6307192
1.9932132,1.4677972,1.3175855,-0.13180527,-0.8876162,-0.40116873,1.5203265,1.4491277
-1.7450647,-0.35077485,0.30732986,0.39107522,0.70921683,0.37557766,0.3285025,-1.4627326
0.5910626,1.0038593,0.34741795,1.1634545,1.9159437,0.22594139,0.5612405,0.63528043
0.19631344,0.6464792,-0.5848627,-1.6272353,-1.8162831,0.7426289,-1.8518082,-0.9714374
0.7995047,0.027347043,-0.686778,-1.4546868,0.27717972,-0.87844723,0.10832942,-0.531925
-1.6480193,0.8796989,0.6399744,-0.054538622,-1.1682752,1.1818589,-1.4297684,0.76020396
-2.0831387,-0.40358996,-0.53796625,-0.6425705,0.9608085,1.2377845,0.82874733,-2.0347173
0.14175835,0.326172,-1.5713084,-1.1865512,-2.1574645,1.8646427,1.681284,-1.1046135
-1.0298934,1.6561111,1.4973841,-2.3776636,-1.0753342,-0.023887454,-0.335898,-1.2283082
-0.29530695,-0.71335214,-0.11110896,0.4648933,0.64869726,-1.5591846,1.4753808,1.4167237
-0.85097426,0.7312401,-2.4634528,1.9273424,1.360335,0.24560131,1.0250992,0.66643023
-0.87820035,0.0977924,-0.15975246,0.8461628,0.6628987,-0.41260716,-0.30196398,0.020524561
0.10960412,0.4347822,0.009579346,1.684574,0.16281609,-1.7550944,0.836238,1.8585484
-0.95559937,1.9609685,0.72485983,-1.3195997,-1.0406109,2.130747,0.58896464,-1.6907623
1.2324884,0.5486466,0.9047111,0.30402783,-0.27985245,-2.4947338,0.16013259,-0.15666142
-2.4235067,0.79062134,-0.39601457,0.26109627,-1.1139134,0.18046094,-1.2437605,0.9676787
0.6255156,0.9367131,1.112119,-0.43610284,-1.0754172,0.5548181,-2.20576,-0.68033123
2.6365252,-1.5197927,0.46732002,1.8187301,0.98938406,0.08186549,-0.037835307,-1.1109719
0.2482529,0.2384678,1.6507125,-0.6532172,1.0579648,-0.5261242,-1.4371742,-0.37620184
-1.9653654,0.4316331,-0.4173789,0.57573795,1.0215391,1.4143403,1.2811235,-1.7918496
-0.13501431,-0.06850788,-0.761128,-0.5161835,-0.9695392,-0.11009522,-1.2732798,0.36526865
-0.07185012,-1.6178958,-1.385289,-0.08265543,-1.4139411,-1.0139533,2.1477828,-1.8277524
-0.7018731,0.8802564,-0.9304803,0.93210244,1.3615569,0.21630146,1.8628858,-0.38171548
0.46584547,0.05003096,0.45821357,0.4444761,1.6994946,-0.55025023,-0.1302413,0.37962553
-0.9099156,0.21485086,1.1129134,0.9928194,-0.7755427,-1.8761246,-1.4624909,-0.15088129
0.16241384,0.08131908,0.9079985,-1.2967227,-0.30686653,0.065174595,-0.6795643,-1.87431
-0.19714145,0.28367555,0.54741484,-0.5531508,3.1579359,-0.53964084,-1.1001303,-0.4299512
0.35729042,1.2325183,0.44445843,-1.2085358,1.3300986,-0.15076192,-0.9486504,-0.2345056
1.6398432,-0.08301614,-3.140256,1.4782737,1.0277779,0.7807276,0.22434062,-1.6066766
1.716639,1.5288873,-0.2299859,-0.7824694,0.73653543,-0.649187,-0.35332206,-0.5299629
-1.7683578,-1.9144518,0.82815605,1.3016337,0.31521192,-0.9625591,-1.097575,-0.89537126
-0.02656819,-0.076800734,-1.5128918,0.5151943,0.4987793,0.6044656,1.4500747,0.78360796
1.2554877,1.1182247,1.1923897,0.26677993,-0.22800954,-0.9951483,1.3118926,-0.16709179
-2.055875,0.2706905,-0.9845323,0.5510216,0.7583236,-0.52596015,-0.17874333,-1.5436988
-1.8192887,-0.47273278,0.66154104,-0.3809923,0.6605837,-0.57026446,-0.20332539,-1.3005748
0.029101357,-0.101612754,-0.7173163,-0.55089235,0.4216807,-0.020078575,-2.56002,0.13150704
1.0058198,-1.332096,-1.8638053,-0.36378014,1.8537153,0.91453475,0.32767734,-0.095060885
0.69901896,-2.0649202,-0.6353376,1.3478117,1.1872457,-1.1581637,0.7107651,-2.4970293
0.29323155,-0.5537034,-0.46517175,1.5016394,1.3551815,-0.82712996,-1.0901928,-1.3251152
1.9222367,0.34544963,1.198735,0.7370398,-0.21448977,-1.2640533,1.4703743,-0.4171738
-0.23047724,0.21654432,-2.3660862,0.8768655,0.5242687,-0.036458924,1.8026365,0.8702153
0.14307544,0.56684595,0.2658028,-0.8446988,-1.5358295,1.1474648,-1.3399322,1.6625524
1.4926922,1.4307544,0.43025446,-0.15937866,0.84174556,-0.48698884,-0.75143474,0.17575227
-0.3300178,1.2084732,1.3770976,-0.5294852,-2.0524764,1.2817165,-0.72905385,0.262354
1.5733778,1.0875132,-1.0917358,0.039148107,-0.10215799,0.78336203,-0.28202918,-0.5836505
0.7812775,1.2617427,-0.08006959,1.0731748,-0.93532777,0.9454813,2.9663825,-0.8983602
-1.2865338,0.40957278,0.2618093,0.9460287,0.65548265,-0.71757454,-0.3086023,-2.1363623
0.123169675,0.18787844,-0.3013084,-1.245249,-0.50973576,0.007596745,-0.99312186,-1.5955472
1.7101133,0.35338688,0.94782525,0.47644028,-0.20707622,-0.9918376,-0.2864272,0.58190984
1.1531706,-0.043459795,1.4960845,1.1181803,-0.058746286,2.0973923,-0.3201531,0.097712085
-0.289092,-0.82076615,-1.3822591,0.87633336,1.0012901,0.6109751,1.3834547,-1.7911491
1.7525971,-0.062384218,-1.4020841,-1.0375613,1.1535234,1.407411,-1.9296969,0.6008003
0.16202399,0.030354068,1.3141732,0.37333557,-0.55550337,0.66519964,-0.8915529,-1.6029756
0.3573824,0.44003016,-2.6522477,-0.4567162,0.15163189,-0.19536947,0.76590276,-0.70117104
2.4501517,-0.62943393,-1.1652682,-0.74269295,1.0088977,-1.8678157,0.25071165,1.2837887
1.8994613,1.1557646,1.7783809,0.25921082,0.42858374,-0.29631114,0.8179787,0.57415116
-0.85840744,-0.6315211,-1.7098832,-0.27464956,-1.0228494,-0.7317424,1.1331679,-1.9659092
0.2820595,0.03019914,-0.59764874,1.7406174,0.88718355,1.4888256,1.754823,0.9388557
0.09350544,0.38848943,-3.1748223,0.51839423,1.7137421,0.7561232,0.49141586,-0.010328338
-0.87601584,-0.31874585,0.68697876,-1.3699089,0.717288,1.1575834,0.2520495,-2.4908874
0.094036505,-1.9295957,-1.1067896,-0.5230017,0.17738572,0.5294985,-1.4621209,1.3877888
1.8987532,-0.30965286,0.56467605,1.0692501,-1.2298707,1.2562422,0.25568998,-0.38922483
-2.553723,-1.3873832,-0.52065116,0.98897123,0.7137667,-0.16336365,0.26383996,-0.96998614
-0.07438332,0.5470316,-0.7760652,1.8077457,0.5436643,-1.8498046,-0.51782435,-0.07793218
1.2281239,0.08915518,-0.850385,-1.9512057,0.21947615,1.7532096,-1.935081,0.8147753
0.40390778,-1.9416859,-0.047395304,0.49295428,0.43202853,-2.0030527,1.3757776,-1.3158517
-0.38290036,-0.20196906,1.2508705,1.4654436,2.5339482,-1.5303419,-0.08484075,-0.74422187
0.62695163,0.40412432,0.8450429,0.1440624,-1.4072156,0.66994834,3.4019618,0.48989692
1.0336771,-0.1748748,0.9125568,-2.2436757,-2.1783912,1.1023839,-0.869041,-0.6226193
-0.3332198,0.7541973,-0.55599725,0.19120249,0.9969821,-0.72302717,-0.36670378,0.1995707
0.26779407,0.49520338,-2.4340186,-0.89526856,-0.29801497,-0.5325337,0.8661159,-0.2394641
0.9061952,1.4082807,1.8588936,0.2819585,0.6696825,0.86484617,0.00997103,0.92865866
0.7228768,-1.0131724,-1.0609088,-0.86244583,0.9446866,1.535213,0.009881556,-1.3550119
1.2446544,-2.3416123,0.97947174,1.7870147,1.2660341,-1.1412435,0.24172515,-0.6297824
0.5733662,0.20376615,-1.9228384,-1.1827892,-0.15704459,-1.019802,0.22443628,-0.16411102
-0.6603751,-1.1158532,1.812607,0.685037,-0.34961423,0.73637724,-1.1158668,-2.1980894
-2.3301616,0.56301224,1.9131434,2.0811408,-1.4141905,1.2570027,0.7692835,0.47442716
1.3165729,-0.54159296,1.6544077,0.7997309,-1.3293906,0.28587595,0.6242353,-0.14163
0.9750269,-0.77679497,-1.2969706,-1.432389,1.0212919,1.8078614,-1.4140855,0.84753036
1.1270893,1.099172,-0.007888928,-0.6935102,0.5352706,0.8678371,-0.98370636,0.3345362
0.43100488,-1.7295389,-1.3674572,-0.45977283,0.17488292,0.48767084,-1.7442605,1.1074874
1.47283,0.28038996,-0.023651376,-0.44746974,0.44114864,-1.2326761,0.06753562,1.3178167
1.998064,0.7101997,1.319102,0.4442784,-0.6768581,-1.8276069,0.33450752,0.4900172
-0.74717563,0.107119724,0.39987874,0.540745,1.6131724,0.83784133,0.51734275,0.68954915
0.8047822,-1.1461008,-1.556298,-0.8514346,0.3249604,0.9208464,-1.8694276,0.73964626
1.8856034,0.3417819,-1.0873635,-0.05650516,0.032394283,-1.3868173,-0.16165367,2.185118
0.18939266,-0.37287056,-0.37664574,-0.6865442,-0.42080003,-1.9030834,0.27178448,-2.180689
0.96235174,-0.5275185,0.23627193,-0.534675,0.24961688,2.0710874,-0.61251473,0.8104166
0.7770783,0.9195032,1.534064,-0.29197943,-1.0264047,-1.2230299,-1.1973877,-1.2611747
0.38472605,0.32376313,1.967216,-0.8343241,1.0468913,1.4194783,-1.285224,0.5847498
-0.7269511,-0.35956532,-0.14819273,0.90078294,0.36467713,-0.77966017,-0.54047394,-0.06158328
0.7932473,0.51566064,-1.7361219,-1.6062576,3.2053323,0.31031692,-0.14206403,0.6593567
2.1524572,-1.8502088,-0.24767107,0.96040547,0.28570017,0.3469133,-0.84573853,-0.42243463
-1.090348,-0.19945389,0.2021935,0.9051106,0.47472608,-0.576969,-1.5538299,-2.0945542
0.04147765,-0.0512442,-2.160264,1.3315753,1.1561925,-0.81977916,-0.10967826,-0.49276382
1.6340199,0.39879555,-1.3389802,1.237729,-0.77248645,-0.9590063,0.93870413,-2.6103244
