D0,D1,D2,D3,D4,D5,D6,D7
-1.1472752,-1.2958255,1.203434,0.57368743,-1.7562263,-0.40394887,-1.573172,-1.620039
0.740287,-1.9558235,1.0385916,-0.019877285,0.83675516,-1.4278272,-0.080315344,-0.3921869
-0.7084656,0.03331378,-1.0327368,1.1105334,0.09413466,-0.7927646,0.6779062,0.124974504
1.0851567,0.30337018,-0.9557256,-0.4966072,2.1571727,0.7157264,-0.06732373,-0.8112189
-0.33216467,0.6060724,0.00058203936,0.16051438,0.76976156,-1.6360247,-0.39694598,1.1007023
1.2364562,-0.16106452,2.138267,-0.3729662,1.0969503,0.5311321,-0.5503973,1.4128611
-0.028377585,1.8679106,0.024335034,0.46069184,-1.6351542,0.90655696,-0.6534469,-0.91912013
-0.2770971,-0.48424745,-1.3787847,-0.246308,-0.6272516,-0.901024,-0.30160165,0.07227678
-0.57460904,-0.9135112,-0.2266567,0.017947227,1.1001074,-1.3605969,2.4043403,0.71005696
1.7353079,-0.61200684,1.6056557,0.009351507,-0.34117696,1.3194771,-1.0368476,1.8730755
0.093286216,0.11015262,0.6349193,-0.37182844,0.24574022,-1.7848754,1.0994623,-0.44525534
-0.36091214,0.4916998,0.7585286,1.150752,-0.6970358,-0.47026896,0.5913648,-1.1188152
-1.0579896,-0.8388393,-1.1571496,0.33417192,-2.0252147,-0.65326035,2.1430254,-1.2245598
0.57549953,2.0085564,-2.6146326,1.6546854,1.1996558,1.4451379,0.8060977,-0.28972077
-0.5128547,1.1183916,0.1752464,1.6176667,1.579803,-0.2251996,0.29011452,-0.2784418
-0.9985335,2.612461,0.7107616,-0.34547943,-1.9098682,0.82064545,-0.87292236,0.56266165
0.90863985,-0.30393958,-2.9824595,-0.5262066,0.06851595,0.84675545,-0.1465402,0.15628964
-1.2181308,1.2823459,-2.7998495,-0.15417895,0.5507182,-0.63372415,0.15689589,0.56241226
-1.512152,1.0787932,0.76986456,2.6568115,-0.938868,1.1599298,1.4541163,0.7225271
0.6757227,-0.0028759688,0.3663391,-0.7845129,-0.75295985,0.19729795,-1.492613,-0.22919735
0.71003264,-1.9729729,-0.4071917,1.0285925,0.2255035,-1.4509845,-0.15031338,-1.8477826
-0.8472317,1.1829661,-0.96791583,0.46003124,-0.135501,-0.06820622,-0.55268395,0.33277777
0.28646168,0.266097,0.4393009,-0.5774884,-1.0959494,1.3925146,-1.8660779,1.2521744
0.9691711,-1.0852811,-0.09489733,1.227596,-0.15734275,-2.544957,0.53635275,-1.1972845
-0.7775163,-0.554102,-0.7792364,-0.7579597,2.494214,0.19014208,0.7891186,-0.25842723
1.1131415,1.4179989,-0.37503204,-0.7396445,-0.26029912,1.760975,-1.0423595,1.3836246
1.4995315,-1.3975286,0.97364575,-0.5504184,-0.20353432,0.446801,1.4564545,-1.916528
1.919512,1.1770829,-2.9282105,-1.3952885,0.17756574,0.45030406,0.8846173,-0.10029662
0.8139139,-0.72994375,1.5657425,-0.13551101,2.4024813,-0.9342214,0.27353203,-0.47422457
-1.0414743,-0.27604526,0.059968386,1.6490849,1.6949669,-1.3153036,-0.22794014,1.026334
-0.7759066,0.85674226,0.8787686,0.87726045,1.7464125,-0.2905162,1.3617686,0.24106386
1.2505007,0.019057348,0.3049196,-1.6277722,-0.39273596,1.2628982,-1.2308577,0.4827441
-0.33692282,-0.8221527,0.4088329,-0.86134994,1.639114,0.31875917,2.1854947,0.36085495
-2.4154513,0.8608048,0.3286022,-0.3381819,0.6643306,1.7842103,0.93370163,-2.069268
-0.47425833,0.16454123,-0.5182968,1.9771247,-1.0329729,-1.2905837,1.1638395,1.541858
0.3067027,0.113985464,0.4106688,0.18385077,0.7099883,-1.5698098,-1.0070475,1.9290545
-2.546727,-0.69489545,0.3075714,-1.1731403,-0.23041451,-1.7709948,-0.6484767,-2.1286407
-0.06722903,1.236899,-1.5829775,0.7019825,1.5279472,1.2473433,-0.07001493,0.44083273
-0.034578606,0.67741805,0.42104617,-0.45656803,0.7579339,-0.9744381,-0.54164374,-0.43915612
1.9963863,-0.7653619,0.5804926,-0.37017173,-1.6613134,-0.058876127,1.0031862,-1.7439821
0.57336867,1.1772456,0.18124498,-0.06611131,-0.34874037,-0.013378849,-0.25624594,0.5621282
-0.25142145,1.1018404,0.6003761,-1.034833,-1.7162995,-0.0012840461,-0.23399642,1.4073036
-0.095389664,-0.30853623,-0.24355924,-1.7293191,-0.07032004,-0.2943061,-1.6985184,-2.0512497
0.32312375,-0.110460855,1.2441056,-1.6031063,1.3428952,-1.8739314,0.47112674,0.12175054
0.15240309,1.7411383,-0.74281025,-0.37422797,2.589182,1.3962716,0.85037744,0.14889012
-0.65824246,0.7544869,1.3774722,-0.6796963,0.106287345,-1.108457,0.26243094,-2.6150556
1.0473266,-0.06755923,-1.899127,-0.1737484,0.23376565,-0.9949717,-2.273747,0.28539208
1.3033574,-1.1446782,0.8947809,0.31752738,-0.82442576,2.1685798,-0.6585241,0.39333898
0.17275771,-0.025525093,0.48311707,-1.1561868,-0.13192484,-1.5747514,1.3716248,-0.7932862
-0.71861595,-0.26685885,-2.3858407,0.5899081,-0.22213782,-0.9707472,-0.08720317,-0.15183896
-0.70609325,0.22309957,-0.34401247,-0.41143712,-0.6799518,-0.4786673,-0.7935814,-0.29344136
-2.4959655,0.8508942,0.77728075,2.4715216,0.8087981,-0.7347007,0.23401064,-1.7485368
-1.6815541,-2.5071082,-0.12644036,0.1130797,-0.75615585,-2.1380467,-0.80024767,0.023346804
-0.9742104,0.5216751,-1.2296479,0.51844823,2.3410158,0.73388976,0.2194812,-1.6457446
-0.37044525,0.64497375,0.46758187,1.6275595,1.457147,0.521626,-0.361148,0.204034
0.46343195,-1.6010622,-1.0317214,-1.0674257,1.2178425,-0.18334603,0.7461926,-3.5077212
1.1689386,1.7524756,0.58210903,-0.63405144,1.7613809,-0.3618472,-1.5323068,-0.44225663
-0.2480123,1.1648637,-1.4906871,-0.7663605,2.2109268,0.13344799,-0.030718729,0.51362383
-0.8287385,0.48012686,0.49585375,-0.041727096,-0.91520405,0.4548774,-0.35355043,-3.5718172
1.1814361,0.69247496,0.88955927,0.86608076,-0.012235809,1.1073439,-0.6701369,0.12013193
3.0305362,-0.9860241,0.85257,0.9356425,-0.28930995,0.621956,-0.43995044,-1.2339761
-0.4038135,0.68046874,0.6190842,-2.4276252,-1.6225008,0.39487433,-1.2322351,-1.8354731
-0.4599908,2.047672,0.73043174,2.6421144,-1.7380078,0.9781375,-1.0552634,0.88064814
0.7179628,-2.295279,0.33115086,0.22588238,1.013192,-0.7056214,-0.42535022,-1.453716
-2.057199,-2.4161167,-0.3279027,0.6393671,-0.36016524,-0.7362613,-1.3812445,0.38219067
0.8458244,0.5256333,-2.1749024,0.9500586,0.6812935,0.007034961,1.637907,1.3738878
2.093518,-0.53631926,1.0826963,0.499871,-0.28722268,-1.1311151,0.07011448,-0.4277746
0.7206399,0.22312759,0.6641867,-2.1557372,-0.9556421,-0.027468232,-1.7657553,-0.77848905
-1.1888833,-0.026549608,0.40203008,0.62835205,0.4862535,0.30906507,0.15529329,-1.4641027
-0.14579675,0.3543296,0.8204321,-0.95520294,-0.90874594,-0.18385328,-1.1614627,-0.47059673
-0.79256445,0.044487283,-0.92699915,0.35157356,-0.90079343,-0.015401902,-0.6437022,-0.5378666
-0.12318278,-0.05858936,0.98172194,-0.98381543,0.09259046,-0.18508425,-0.7143751,-2.462913
0.86865187,1.105527,0.32129505,-0.80537546,1.3817525,-0.5652274,-1.3306915,0.123682074
1.305697,-1.1178744,1.4757462,-0.19900683,0.54749244,-0.58582735,0.52171975,-1.4907172
2.1946502,-0.60359365,0.8775562,-0.020232052,-0.05561482,0.46100318,1.6413726,-1.6929586
1.4994383,0.19582449,1.6632514,0.88780236,-0.74439394,-1.8521408,0.7703685,0.6146213
-0.2725297,-0.40995604,-1.0298183,-1.1771332,2.2539525,0.24703297,0.16738468,0.4061505
-0.7551375,-1.7033359,-1.1715434,-1.3211199,-0.050225332,0.36651126,-2.248693,-0.137434
1.5327492,0.7857225,0.40219295,-0.7998297,1.3642943,-0.5166488,-0.9922819,0.19963974
0.34154737,-0.17417528,-1.4570143,0.4922451,-2.1447456,0.5051478,1.8831471,-0.5200152
1.5685539,-0.87996924,0.48778522,0.20886645,0.2952421,0.8729975,-0.64904964,0.7899342
-0.49303466,-1.3898122,-0.26330525,-1.1829621,-0.022781013,1.0137933,-1.3571259,1.2619529
-1.1904616,-0.9202059,0.6639311,0.23870665,0.6564422,-1.92501,-0.67812586,-2.6080768
-1.5643084,0.9148847,-0.79457045,-0.090911716,1.4730386,-0.5794776,-0.19394228,-0.7483007
-0.94769186,-1.3977429,-0.41279298,0.36727205,0.0040427,-1.3490306,-0.28574556,-0.47580278
-0.2657631,0.1027246,0.5983132,-0.90030813,-0.42683512,-0.31249154,-0.866722,-1.7195537
2.1858892,0.47510564,-0.35389033,0.20868734,-0.41573387,0.5901942,-0.63230115,-0.259879
-1.8018718,-2.3785682,-0.2785906,0.72509134,-0.5215828,-2.3409438,-0.94727314,-0.07416789
-0.2618829,1.481357,0.32171044,0.11329219,0.5170669,-0.8653586,-0.33600286,-0.60598576
1.6095247,1.2293682,-1.9159877,-0.525056,-0.91425043,1.0442443,0.87319744,0.23143983
-2.210362,1.5363746,0.69531876,0.6695012,-1.4058075,0.0859682,0.033877507,0.63734925
1.3369977,-1.4862567,0.37868047,0.9102496,-1.8457948,1.8936929,-0.34025344,0.050014094
0.43748993,-0.4022671,-0.5114717,0.42267403,0.8453716,0.34388208,-0.7280863,-0.39808303
1.5134051,-0.88509285,1.9237528,-0.2179294,-0.65344316,1.2119987,-0.8355793,1.5024312
-1.3574414,1.1159188,1.632422,3.1873994,-1.9311103,1.5587777,-0.12761235,-0.33583242
1.2803876,1.5699745,-1.2222819,-0.5977022,-0.12751368,-0.77887744,-0.12873203,-1.0892854
-0.13838392,0.91255116,1.2511513,0.8656174,-0.2745103,-0.8376203,-1.4465238,-1.6819601
1.2253582,0.2077976,0.6831726,-0.9178343,-0.5722615,0.9522812,-0.5989104,-0.44925958
0.027519181,0.5296635,-0.8707162,0.6557027,0.59652114,0.37096933,-0.032362565,-0.2594951
0.43961,0.85025823,1.1309257,0.32528064,-1.5779341,-1.053927,-2.0258894,-0.29548717
-2.4760294,-0.5436511,-0.18197787,1.9731894,1.2139455,1.0778015,-0.15052643,-0.9308426
0.23547652,-1.2359296,-1.1647077,-1.9445763,0.80588245,1.7151737,-1.0155135,1.2760365
1.0003467,1.3230821,0.18389404,-1.4179661,-1.6101167,-1.0807959,-0.9614863,0.8395125
-0.21734884,1.2528124,-0.7918329,1.0675843,1.262341,-1.3973532,0.29174837,-0.08484349
-1.8604636,0.038657606,1.7387037,1.7711425,-0.206694,1.3817649,0.57390493,-0.66681796
0.540748,0.79616064,0.7658038,-0.2935559,0.6195655,0.93469304,-0.47388434,0.35110986
-2.0716178,0.24524353,1.9427562,1.3533512,-0.44328892,0.046500824,-0.23509976,-0.9250143
0.5793356,0.73619884,-1.6034656,1.0773138,0.015934186,0.3353125,0.94246435,0.06537432
-2.048267,-2.1539822,-0.796361,0.726014,-0.043454304,-0.9099335,-1.5154696,0.3604387
1.1703146,1.170429,0.8641007,-0.79263484,0.8578856,-0.07236981,-0.61414504,-0.013304904
2.3673787,0.5284409,1.2578332,1.6626036,0.23510279,-0.4180751,0.36300302,0.686553
1.2656231,0.44914585,-0.0059514344,-0.1073098,1.5487875,-0.8336754,-0.9733615,0.19038168
1.474916,1.5586423,-1.2541494,0.57543397,0.13137579,-0.33563516,0.39850193,-1.2982111
0.7457352,1.2915095,-0.48746723,0.22917652,0.23898123,-1.1135049,0.3402486,2.4334397
0.36905,-1.6010704,-0.13926399,-0.24692011,0.51527953,0.49921978,-1.5629871,1.529681
1.1653275,1.3259687,-0.092071265,-0.4146744,-0.85021156,-1.1086291,1.8425602,0.6743611
-0.12646149,-0.5273222,1.1123524,0.07308376,1.5682677,0.39484838,-0.719901,-1.1778829
-0.19820224,-0.06573321,0.061902087,0.67298317,0.44017643,-0.76670736,-0.37705204,-1.8444629
-0.6725561,1.1912729,-0.20270771,-1.297399,-1.3732586,0.7246096,-0.61650723,1.3576806
1.8071558,1.0715607,-0.27369046,-1.384397,-0.18128021,0.5077482,0.659723,0.28953782
-1.31482,-2.010146,-0.95169073,-0.76404417,-0.16621463,0.21336465,-1.900402,0.25383016
-0.6648566,1.9456539,1.5372372,0.38251868,-1.5583729,0.3788907,-0.9371677,0.283747
1.0853503,0.29263234,-2.0737474,1.1414545,-0.16584139,-1.4687828,0.5991733,0.5023174
-1.4941514,1.2913629,1.0982108,-0.66897476,-0.36260232,0.48197278,-0.37231642,-1.884978
-0.2741387,-0.9425928,-0.80265784,-2.063347,0.314908,1.5019531,-1.3528166,0.9843495
0.7189231,-0.684599,-1.6924291,-2.0896835,0.31439522,1.1163586,-1.906779,0.7294662
0.057641193,0.48697132,-0.21417663,-0.37336546,2.093059,-1.8636886,-0.33084166,-0.22904792
0.117951676,-1.8365476,-0.9120409,-1.1290648,0.39451164,0.566252,-1.2090919,1.4682367
0.68885034,-1.0939931,0.06422232,0.42866156,-0.49248582,-1.3898813,-0.3343579,-1.4238977
0.46527684,0.99732935,1.6635067,0.44850186,0.7250886,2.2544413,-1.0392299,0.30657023
2.817726,0.7180606,-1.0375347,-1.3294965,0.9716702,1.028258,0.35499215,-1.2699044
-1.7870009,1.9860945,0.9223477,-0.58902496,0.202502,1.0834334,0.46569848,-2.144107
1.9999905,1.5910126,-0.120892435,1.6412948,1.2337961,-0.52513033,0.53100836,-0.2752055
-0.27262357,-0.7490128,-0.97604793,1.2176632,1.0893548,-1.5438721,1.0622711,1.432869
-1.3162923,2.0012543,-0.60502887,0.2691113,1.0136698,0.6653081,-0.76654005,-1.0468106
-0.065896034,-0.5821252,-1.0719919,1.2924075,-0.55939865,-2.9548807,-0.18441895,1.7064011
0.20044872,0.60138494,0.36276093,-0.68037295,1.8142765,-0.12165481,-0.54246277,-0.08621365
0.08537085,-0.8708208,-1.3465071,0.6327559,0.12924598,-1.4722415,-2.3174949,-0.13945107
0.09535663,-1.0942317,-0.60573685,-1.9583957,-0.4248434,-1.3843157,0.9722814,-2.3556936
-1.42191,-1.9366736,-1.2806916,0.33100334,-0.13287298,-0.29932472,-2.1165473,-0.013498895
-0.23309635,1.3982697,1.1264684,0.1707933,-1.3214527,-0.9941997,-1.5857825,-0.7089702
-0.43420166,2.443399,0.7092189,0.2700963,-1.3593411,-0.60725427,-0.83078927,-0.8290508
0.82262784,0.42889148,1.866826,-0.5690694,2.37601,0.23926775,0.82248884,0.89547426
0.23924747,-1.9317011,-1.2226412,0.674191,-1.2017145,-2.1103714,1.1142628,-2.2401342
0.13921815,-0.75789523,-2.6874127,1.6759764,-0.08382476,0.43659797,0.3025194,-1.1783085
0.123403504,0.2993859,1.6916013,-1.3422377,-0.14377742,0.360336,2.2467508,1.094378
1.5476725,-0.6834389,2.00466,-0.39610976,0.46256572,0.0734697,-0.49890846,1.427207
0.6985557,0.61356884,-0.15730092,-0.044971257,0.5992248,-1.310467,-0.9557197,1.4415257
-1.1349914,-0.21864794,-0.12948349,-0.2135469,0.71896327,-0.7304641,-1.4871249,-0.75745016
-0.5190658,-0.045560688,0.31042945,1.8268933,1.032498,1.0733856,2.4108965,0.3717285
0.32911476,1.6022199,-0.30509743,0.6921706,0.9162949,0.08841677,0.22511557,0.18458903
1.8193374,0.27530068,1.0067251,1.9255288,0.058811076,-1.8204716,-0.10102611,-0.528713
-0.73273915,1.7178732,0.6603243,0.4644349,-1.0912491,-0.48043203,-0.8385119,-1.1739957
0.8484778,0.5946705,-1.0432396,0.28047144,-0.003624308,1.4356598,-0.2570682,-0.5221594
-0.84635013,-0.80274135,-0.4294973,-0.6749512,1.3787817,-0.9437043,2.5360842,0.38018388
-0.5456261,0.7125009,-3.307184,1.1234673,0.39012977,0.25110462,0.6041751,-0.071134254
1.9184175,-0.69635147,-0.44373715,-0.05591142,1.4083728,1.2666651,-1.9639136,0.7944586
0.80437416,0.21911101,-0.5248342,0.94218826,-0.042650692,-0.7503768,2.2128317,0.41998017
1.4152489,0.014015824,-0.16183689,0.21048126,-0.13899788,0.6109808,-0.1306189,0.23485738
-0.8889277,1.2961001,-0.5527393,0.58393455,1.5092331,-1.4423513,0.21586406,-0.66063726
1.5324788,0.006939262,0.401471,-1.1764207,-0.5231921,0.57611346,-1.6678171,-1.0333204
-0.98010284,1.0764606,-0.29624048,2.005719,-1.3283733,1.2453512,0.10188926,-0.4444558
0.95913297,1.7783288,-0.15890545,-0.796841,0.4444882,-0.652579,-0.48387563,1.5676332
0.9440231,-1.4332595,-1.6704175,0.047473952,0.18883027,-0.9046171,-0.40603083,0.04311178
0.18160999,-2.1547425,-0.608433,-0.6681647,0.32410985,-1.3790058,0.8482639,-2.244607
1.819565,0.527986,0.8386951,1.5039093,-0.5052289,-1.9597025,0.35914212,-0.41173005
-1.1495411,0.74478996,1.2091274,0.5954255,-0.58420247,-0.60857296,-1.0336769,-1.4650478
0.20854437,1.2764946,-1.2220609,-0.89730287,-0.65289235,0.09329292,-1.0894971,-0.43751317
-1.5404315,-2.2069113,-1.1377981,0.8126482,-0.19543992,-1.0842507,-1.1417644,0.61662126
-0.08531875,0.25549215,1.3162801,1.7959961,-0.021416752,-1.63399,1.1781635,0.26040128
0.951358,0.70915663,2.2287514,0.055119783,1.3465183,0.6243036,-0.81059843,0.6879208
-1.9516013,0.39795953,1.1932011,0.7114332,0.047139294,-0.12030569,-0.54705435,-1.3958468
0.29330313,0.8485304,-2.3862588,0.41566,1.516402,-0.54455656,-1.0693277,-0.9081467
1.9614463,-1.5079753,1.1776469,0.5311096,0.4677526,-1.3924642,-0.4360061,-1.3321643
-0.69303995,-1.1230338,-0.9540971,-0.60766095,-0.74641323,0.55900794,-1.4721476,1.2638142
2.1115835,-1.4836783,1.6446602,0.45633253,0.28990814,0.5130798,-0.048355304,-0.7204249
-0.49877992,0.77743495,1.3808761,1.0779517,-1.0481273,-1.2934475,-1.9462364,-0.34981692
-1.3254926,0.65641683,1.3349388,-0.34951696,-1.7201697,0.6517328,-1.1357598,0.58214253
-0.32880807,1.3847502,1.5585155,3.6483233,-1.5067265,1.8266325,-0.69412065,-0.35764915
1.506949,0.45894492,0.051089823,-0.41928917,0.046415,0.14008088,0.7550695,1.142884
-0.8320934,0.51012176,0.050276782,-0.5109252,0.29078057,0.699262,-0.4998802,-3.634818
-1.8346617,-0.4181564,0.83810806,0.1519495,0.9834629,-0.9061237,-0.42211246,-0.62769383
-1.3673818,-2.7328143,-0.25175336,0.57200646,-0.24655934,-1.344354,-0.9606524,0.45795423
0.5962027,0.12731199,0.5071874,-2.3192363,-1.4824077,-0.34784243,-1.5055587,-0.5102967
0.24704549,1.4394461,1.5736768,0.26947275,-2.0117688,0.31827083,-0.25748324,-0.19464558
-0.13571648,1.5438993,-0.034307003,0.11584106,1.5534534,0.5594155,-0.6010278,-0.068073496
0.5180519,0.070409074,-1.3822875,0.9169867,0.23416053,-1.1800128,-2.1867678,0.47220057
2.1583347,1.266045,0.3083921,0.8560723,1.1599096,0.6884395,-1.3865423,0.7242509
-1.7162707,0.2672513,1.0866067,0.34439406,0.36938542,0.22982074,0.39734948,-1.2576928
1.4815049,0.32371235,1.6774654,-2.423834,-1.0754641,0.13112879,2.5570219,0.6124137
1.1672866,1.0069933,-1.3022771,-0.5767578,1.2621927,0.036541693,0.27398682,-1.2643883
1.0549879,0.34754777,-1.3659422,-0.9426224,1.6262857,0.62291926,0.11723443,0.090070285
0.9564404,1.8866754,0.31379974,0.47602925,0.7680603,0.34563005,-0.35940284,-0.12839302
0.12343833,0.64234513,0.37348843,-0.6024826,-1.4671938,-0.036676437,-1.7203836,-0.2687365
0.72871345,0.34346336,0.8209562,0.44695446,-1.4072869,-1.4360149,-2.13482,0.4474955
1.7644529,1.1152762,0.392907,-2.0554671,1.3223063,-1.3717281,-0.9545796,-0.20073882
0.3223929,2.2026649,-1.4559956,-0.4957956,-0.040318906,0.65979004,-0.023281943,0.5593766
-0.8056436,-0.48180783,0.77110904,0.12188119,0.34777355,0.39039248,-1.0446622,-2.8248699
-1.576318,1.406653,2.1547437,-1.6475993,-0.21022679,-1.1479381,-0.55908173,-2.1968856
0.24458766,0.3347751,-0.53030574,0.6284318,0.34693825,-1.2506876,0.7513035,-0.62602067
0.88323,-0.80078584,1.3524227,0.5325836,1.6927552,-0.9538616,0.56163955,-1.2562358
-0.3806035,0.297455,-0.06383851,0.47367087,0.8758581,-1.350079,-0.051358007,0.6724138
2.6048589,0.5768253,1.6151383,-0.36268878,-0.2919345,-1.2016335,0.49859425,0.7165661
0.85212475,1.1940058,1.2677102,1.1485606,0.26141533,-1.9911321,0.55905515,-0.87397116
0.00061641634,0.9408264,0.9115267,-0.49032497,0.96955866,-0.46882546,0.6952934,0.23267296
1.8479509,-0.40196806,-0.24332947,-0.7217393,-1.596336,-1.0820191,0.4151001,-0.59177727
1.8035824,0.70092505,-0.71993136,0.038669005,-0.6346622,1.252149,-0.46270043,-0.63596886
0.18863368,-0.5123969,-2.8113678,-0.2954205,1.7563069,1.0496871,0.4559519,0.40352
-0.80550575,-0.25737655,1.095911,-0.4957222,2.008868,-0.48592708,1.229684,0.20712218
-1.3904378,2.4654646,-0.65927327,-0.18950923,-0.1637863,0.4750331,-0.12153762,0.41714168
-0.9600813,-0.3290975,0.05956933,-1.3375716,-0.5086465,0.36943397,-1.3831831,-2.5686765
1.4215918,1.1312927,1.4092667,1.0024048,-0.58381385,-1.4807702,1.2310671,0.9245468
-1.5483942,0.8623707,-0.5100794,-0.09247415,0.82636267,0.43750387,-0.23111823,-0.6644109
0.986334,0.70787233,-0.30307817,2.111101,-0.31203088,0.5363352,3.3587322,0.17275926
-0.8441723,-0.8403319,-1.3566711,-0.75120664,-1.6021223,-1.7109406,0.4613697,-1.6426964
0.25351337,-0.9448204,1.352706,-0.09319965,1.7687458,-0.6105923,-1.9961787,0.09286552
0.5603458,0.519308,0.43771482,-0.7929976,-0.7215237,0.17735915,3.5753193,0.8799146
0.6096695,0.05768971,0.2124618,1.0264064,0.3193331,-1.4360697,-1.0337461,0.13038033
-1.9465675,-0.7144211,-0.50477964,0.8094951,2.1269772,-0.5712419,0.3544212,-0.033753484
0.57762223,0.59320617,-0.102921516,0.73031795,-1.693246,0.96571505,1.605488,-1.4296138
1.7106011,1.3729591,0.76990336,-0.35525614,0.6730821,0.62424487,-1.3504487,0.13787639
0.07055126,1.333757,-0.67944944,1.5404487,1.2753004,-1.1543185,-0.64617604,-1.2860615
1.2956686,0.86697423,1.1475501,0.100114256,-2.2143526,1.6141772,-0.9286754,1.3633878
1.4244087,-0.5034726,0.9035052,-0.45158944,0.563718,-1.0806476,1.070183,0.5851757
-0.3175312,0.97101474,0.604904,-0.12635992,0.5133399,-1.6481085,1.516914,-1.2006891
0.8180064,0.46096462,-2.5128922,-1.0793245,-0.5683825,-0.26284754,0.9583683,-0.064597845
-0.25543755,0.6628157,-0.28458172,0.6210747,0.8036995,-1.8213171,-0.47802788,1.3012419
-2.9438283,0.7608065,0.09570896,-1.9181603,0.702186,1.0707442,0.8714691,-1.9622607
0.91571206,1.0230955,0.060164753,1.2311689,-3.1944602,1.1491024,-1.1342175,1.1301284
-1.2689893,-1.342551,-0.7065215,1.0357555,-0.11785381,-1.0950471,-1.8104229,0.70351046
0.87014097,2.4674911,0.06705691,0.47903708,1.5291463,-0.21242993,-0.25745884,-0.031470478
-0.68734515,0.43781322,0.19432335,0.287966,0.5992005,-0.5055355,-0.5633011,0.34707513
1.0044985,1.0693136,0.519092,-0.7017175,-1.0784556,-0.16609362,3.473084,-0.19975585
1.8297737,1.0511446,1.2191775,-1.1619115,-1.3224369,-1.4953331,1.1010704,0.8948279
0.34219992,0.08560786,0.7665046,-0.29776633,0.9748714,-0.9724501,-0.55051404,-0.36429143
-0.7720142,-1.5580599,-0.44951308,-1.1850616,0.009766379,1.0228682,-1.5335722,0.7820788
1.752253,1.0769567,0.5919611,-0.41870326,0.57696015,-0.21917838,-1.2167675,0.5187607
0.36434555,-1.3165094,-0.64811295,-0.48196438,0.47430825,1.2343916,-1.9649047,1.1052604
0.32003647,0.25737804,-0.16812947,0.7637199,0.16767296,0.20820458,1.8133246,-0.5034599
-1.1213288,-0.85217714,0.5857956,0.09513286,0.4301559,-0.523988,-0.8348198,-1.679271
0.9617891,1.433563,1.4551914,-0.23258625,-0.4959962,-1.7321708,0.6433357,-0.14619663
1.378794,0.11610831,-0.2265951,-0.70197964,-1.0077393,0.8065074,-1.3633226,1.0373417
-0.6317681,-1.3982953,-0.81436306,-0.73312557,-0.19277833,0.61658376,-2.2607825,0.7321027
-0.38559642,1.4469079,-0.082802504,-1.8158919,0.52872753,0.07199789,-0.21403441,-0.08341786
-1.974194,1.0214045,0.55429226,0.60919046,-0.105871856,0.5942881,-1.2179135,-0.23476905
0.40369403,-0.92931366,-1.2669272,-2.1533928,0.74290776,0.5717862,-2.0432582,0.15444958
0.23057184,-0.12527223,-0.4518023,0.3668374,0.15219215,-2.6030037,1.0171307,2.2614076
-1.400897,-0.87571347,1.834537,2.8756046,-0.76240796,2.2242255,1.0410024,-0.8468454
0.13378036,-1.866761,0.12417656,0.10880855,-0.47493395,-2.2274137,0.010818612,-0.7336517
0.5542576,-2.0606887,0.46654278,-0.17970951,1.47747,-1.2890933,-0.86564684,-1.2442946
-0.109418444,0.7453618,1.5258677,2.3898592,-0.43085504,-0.37757528,-1.4240724,-1.8299866
-1.8241091,-1.3153323,-1.7659793,0.04575959,0.24754168,-0.46923998,-0.71501493,0.52355456
-1.8176684,-0.481121,-0.73143345,1.1825238,1.1962334,-0.4557375,0.36311772,1.3027172
0.75742704,-1.3100339,-0.15035889,-1.2507632,-1.2255908,-0.8192389,1.0911906,-1.7282631
0.26224798,-2.318244,-0.3171455,-0.38701472,0.3388393,-2.4305665,-0.59059805,-2.3302042
0.7277251,1.4223433,0.07852902,0.32164976,2.3051565,-0.44593728,-1.108715,-0.6695462
0.4178313,1.358857,0.33356684,0.00065658987,-0.6412728,-1.8799646,-1.8599188,0.044222698
1.7850287,0.6187498,-1.1116486,-1.0743343,0.14477846,1.7162161,0.7054654,-1.1134198
-1.1459227,-0.49880803,-0.27779317,0.92156947,2.1269958,0.2311977,1.3645676,0.8862091
0.51704586,0.8963833,-1.1429708,-1.0325391,1.2979624,-1.3680347,-0.28916174,0.9087209
1.0871618,0.42910296,1.2492096,1.7411209,-0.019347286,-1.5304978,1.0028569,0.6920419
0.746301,0.23871593,1.3026397,-1.0871927,-0.24417429,-0.37614122,-0.7407161,-0.5871551
-1.0699563,0.53296256,1.00564,0.08931738,1.9880334,1.0904082,1.6938198,0.827788
0.77085483,0.7002196,-0.3573716,0.695454,-2.1658742,0.27324635,1.7063264,-1.1070931
0.8949821,1.2459584,-0.30776188,0.36139587,-0.25148416,-2.454325,0.5995606,-0.9460805
-0.6724306,0.29016143,-2.6314664,-1.4221785,0.14672402,-0.95935637,0.5259414,0.32886457
-2.564472,-0.2980711,-0.875151,0.31399706,1.2267021,2.2451327,0.5989326,-2.1881642
-0.9018498,0.23016159,0.7383916,-0.8373649,-1.4150735,-0.6866862,-2.426379,0.5345135
-2.0130274,-2.6657636,-0.44267052,0.3673078,-0.5110952,-0.98156136,-1.1828493,0.45919505
-0.79065734,-0.60575086,-0.8289076,0.32434335,1.28852,-0.33117908,1.0348158,0.22507033
1.0492566,1.0907682,0.15650043,-0.2659294,1.1148835,0.08080988,0.62391007,0.18103805
0.16765529,1.3097931,1.1781473,-1.0313585,-1.0595222,0.6226621,2.978836,1.0051284
